//I DO NOT WANT TO SEE THESE OBJECTS USED ON A SERVER THAT IS NOT A xRoR SERVER. Thanks.
//Start new objects
//  243.118134,    -0.063194,    -4.652035,    90.000000,   -75.000000,   -84.500000, CMRamp2
148.977341,    -3.114511,   246.313309,   -31.500000,     0.000000,    -0.000000, road-block5
148.979141,    -4.839221,   241.930145,   -16.000000,     0.000000,    -0.000000, road-block5
153.979141,    -4.839221,   241.972015,   -16.000000,     0.000000,    -0.000000, road-block5
153.977341,    -3.114511,   246.266052,   -31.500000,     0.000000,    -0.000000, road-block5
//Buildings
333.436157,    -6.821177,    46.807655,    -0.000000,   -90.000000,    -0.000000, ferryslip
339.430878,    -6.837708,    47.245331,    -0.000000,   -90.000000,    -0.000000, ferryslip
//Other stuff
364.162628,    12.679029,   475.908020,     0.000000,     0.000000,     0.000000, road-slab
354.899567,    12.679029,   475.908020,     0.000000,     0.000000,     0.000000, road-slab
349.013245,    13.376652,   475.908020,    -0.000000,    -0.000000,   -15.000000, road-slab
339.970459,    16.165014,   475.908020,    -2.100000,    -0.700000,   -20.000000, road-slab
331.405548,    19.567450,   475.908020,     0.500000,     0.100000,   -23.000000, road-slab
321.963501,    20.960075,   475.908020,     5.000000,   -87.699997,    -1.100000, road-slab
326.183136,    20.171831,   467.497467,     0.500000,   -87.699997,    -1.100000, road-slab
325.944275,    20.371836,   458.510101,     0.500000,   -87.699997,    -1.100000, road-slab
325.060547,    20.780529,   432.779694,     0.500000,   -87.699997,    -1.100000, road-slab
325.441345,    20.646793,   441.781860,     0.500000,   -87.699997,    -1.100000, road-slab
325.840088,    20.489115,   451.771973,     0.500000,   -87.699997,    -1.100000, road-slab
324.737366,    21.464550,   424.278442,    -0.500000,   -87.800003,   -11.100000, road-slab
324.144135,    23.718012,   416.475708,    -0.500000,   -87.900002,   -24.600000, road-slab
323.716492,    27.106260,   408.641083,    -0.500000,   -87.900002,   -24.600000, road-slab
323.403931,    30.994223,   400.018158,    -0.500000,   -87.900002,   -24.600000, road-slab
323.070251,    33.299572,   390.041412,     0.500000,   -87.699997,    -1.100000, road-slab
322.798431,    33.417229,   381.677002,     0.500000,   -87.699997,    -1.100000, road-slab
322.602478,    33.555218,   372.850250,     0.500000,   -90.199997,    -1.200000, road-slab
313.915039,    33.299572,   390.305939,     0.500000,   -87.699997,    -1.100000, road-slab
313.087982,    33.417229,   381.467987,     0.500000,   -87.699997,    -1.100000, road-slab
313.254578,    33.555218,   372.966675,     0.500000,   -90.199997,    -1.200000, road-slab
325.805145,    33.957516,   368.202820,    -0.000000,     0.000000,    -0.000000, sign-fall
323.503845,    33.952755,   368.202820,    -1.000000,     0.000000,    -0.000000, sign-fall
309.706024,    33.943233,   368.202820,    -1.000000,     0.000000,    -0.000000, sign-fall
312.008270,    33.938473,   368.202820,    -1.000000,     0.000000,    -0.000000, sign-fall
//322.602478,    33.555218,   372.850250,     0.000000,     0.000000,     0.000000, CMRamp3
317.256561,    33.555222,   369.340576,    -0.700000,   -90.500000,   -20.700001, road-slab
//Road to truckshop area
274.057953,     4.612924,   259.813843,    -0.500000,   -89.500000,     1.000000, road
274.171814,     4.766675,   269.811951,    -0.500000,   -89.400002,    10.000000, road
274.329956,     6.467090,   279.659546,    -0.500000,   -89.300003,    19.000000, road
274.420288,     9.649857,   288.843262,    -0.500000,   -89.300003,    19.000000, road
274.530243,    12.901609,   298.297852,    -0.500000,   -89.300003,    19.000000, road
274.640198,    16.172388,   307.752441,    -0.500000,   -89.300003,    19.000000, road
274.750153,    19.425190,   317.207031,    -0.500000,   -89.300003,    19.000000, road
274.860107,    22.682911,   326.661621,    -0.500000,   -89.300003,    19.000000, road
274.860107,    25.305710,   334.213959,    -0.500000,   -89.300003,    19.000000, road
274.970062,    28.495054,   343.668549,    -0.500000,   -89.599998,    -8.000000, road
274.960693,    27.126478,   352.051636,    -0.500000,   -89.500000,     0.500000, road
//Truckshop area stuff
279.343842,    26.632595,   356.975647,     0.500000,     0.000000,     0.000000, road-slab
289.343842,    26.602339,   356.975647,     0.500000,     0.000000,     0.000000, road-slab
299.343842,    26.602339,   356.975647,     0.500000,     0.000000,     0.000000, road-slab
309.343842,    26.602339,   356.975647,     0.500000,     0.000000,     0.000000, road-slab
319.343842,    26.602339,   356.975647,     0.500000,     0.000000,     0.000000, road-slab
283.822052,    26.602339,   348.656464,     0.500000,     0.000000,     0.000000, road-slab
293.822052,    26.602339,   348.656464,     0.500000,     0.000000,     0.000000, road-slab
303.822052,    26.602341,   348.656494,     0.500000,     0.000000,     0.000000, road-slab
313.822052,    26.602339,   348.656464,     0.500000,     0.000000,     0.000000, road-slab
323.822052,    26.602339,   348.656464,     0.500000,     0.000000,     0.000000, road-slab
284.480621,    26.602339,   339.851532,     0.500000,     0.000000,     0.000000, road-slab
294.480621,    26.602339,   339.851532,     0.500000,     0.000000,     0.000000, road-slab
304.480621,    26.602339,   339.851532,     0.500000,     0.000000,     0.000000, road-slab
314.480621,    26.602339,   339.851532,     0.500000,     0.000000,     0.000000, road-slab
324.480621,    26.602339,   339.851532,     0.500000,     0.000000,     0.000000, road-slab
305.078613,    26.997824,   214.698700,     0.000000,   -90.000000,    -0.000000, road-runway-band
357.054749,    -0.173759,    47.339355,     0.100000,    -0.100000,    -9.500000, road-slab
328.298523,    34.405712,   380.121674,    -0.800000,  -179.500000,   -20.200001, road-slab
291.325989,     1.093771,   255.593414,     1.500000,     0.300000,   -15.000000, road-slab
282.586456,     3.523225,   255.548248,    -1.000000,     0.300000,   -15.000000, road-slab
273.144531,     4.673385,   255.503082,    -0.900000,     0.500000,     0.500000, road-slab
330.357330,    -0.003475,   105.031181,    -0.500000,     1.100000,   -23.500000, road-slab
320.382599,     1.441720,    73.781349,    -0.500000,     1.300000,   -23.500000, road-slab
314.777618,     2.500486,    73.829285,    -0.800000,     0.700000,   -23.500000, road-slab
311.068146,     4.329683,    73.943535,    -0.700000,     0.900000,   -11.000000, road-slab
289.466034,    28.038446,   366.240601,   -19.000000,     0.000000,    -0.000000, road-slab
289.469269,    31.179228,   375.332001,   -19.000000,     0.000000,    -0.000000, road-slab
289.441193,    32.697762,   384.888885,     0.000000,     0.000000,     0.000000, road-slab
299.441193,    32.697762,   384.888885,     0.500000,    -0.100000,     6.500000, road-slab
